word,pos,neg
enviers,0,1
envies,0,1
envious,0,1
envy,0,1
envying,0,1
envyingly,0,1
escape,1,0
escapes,1,0
escaping,1,0
esteemed,1,0
ethical,1,0
euphoria,1,0
euphoric,1,0
evil,0,1
evildoer,0,1
evildoers,0,1
evildoing,0,1
evildoings,0,1
eviler,0,1
evilest,0,1
eviller,0,1
evillest,0,1
evilly,0,1
evilness,0,1
evils,0,1
exasperated,0,1
excel,1,0
excelled,1,0
excellences,1,0
excellencies,1,0
excellency,1,0
excellently,1,0
excelsior,1,0
excitabilities,1,0
excitability,1,0
excitable,1,0
excitableness,1,0
excitant,1,0
excitants,1,0
excitation,1,0
excitations,1,0
excitative,1,0
excitatory,1,0
excite,1,0
excitedly,1,0
excitements,1,0
exciter,1,0
exciters,1,0
excites,1,0
excitingly,1,0
exciton,1,0
excitonic,1,0
excitons,1,0
excitor,1,0
exclude,0,1
excluded,0,1
exclusion,0,1
excruciate,0,1
excruciated,0,1
excruciates,0,1
excruciating,0,1
excruciatingly,0,1
excruciation,0,1
excruciations,0,1
excuse,1,0
exempt,1,0
exhaust,0,1
exhausted,0,1
exhauster,0,1
exhausters,0,1
exhaustibility,0,1
exhaustible,0,1
exhausting,0,1
exhaustion,0,1
exhaustions,0,1
exhaustive,0,1
exhaustively,0,1
exhaustiveness,0,1
exhaustless,1,0
exhaustlessness,1,0
exhausts,0,1
exhilarated,1,0
exhilarates,1,0
exhilarating,1,0
expand,1,0
expands,1,0
expel,0,1
expelled,0,1
expelling,0,1
expels,0,1
exploration,1,0
explorations,1,0
extend,1,0
extends,1,0
exuberant,1,0
exultant,1,0
exultantly,1,0
fab,1,0
fabulous,1,0
fabulousness,1,0
fad,1,0
fag,0,1
faggot,0,1
faggots,0,1
failingly,0,1
faille,1,0
fainthearted,0,1
fair,1,0
faith,1,0
faithed,1,0
faithful,1,0
faithfully,1,0
faithfulness,1,0
faithless,0,1
faithlessly,0,1
faithlessness,0,1
faiths,1,0
fake,0,1
fakes,0,1
faking,0,1
fallen,0,1
falling,0,1
fame,1,0
fan,1,0
fantastical,1,0
fantasticalities,1,0
fantasticality,1,0
fantasticalness,1,0
fantasticate,1,0
fantastico,1,0
farce,0,1
fascinate,1,0
fascinated,1,0
fascinates,1,0
fascination,1,0
fascinating,1,0
fascist,0,1
fascists,0,1
fatal,0,1
fatalism,0,1
fatalisms,0,1
fatalist,0,1
fatalistic,0,1
fatalists,0,1
fatigue,0,1
fatigued,0,1
fatigues,0,1
fatiguing,0,1
fatiguingly,0,1
faultfinder,0,1
faultfinders,0,1
faultfinding,0,1
faultier,0,1
faultiest,0,1
faultily,0,1
faultiness,0,1
faulting,0,1
faultless,1,0
faultlessly,1,0
faultlessness,1,0
fave,1,0
favor,1,0
favorableness,1,0
favorer,1,0
favorers,1,0
favorited,1,0
favoritism,1,0
favoritisms,1,0
favors,1,0
favour,1,0
favoured,1,0
favourer,1,0
favourers,1,0
favouring,1,0
favours,1,0
feared,0,1
fearful,0,1
fearfuller,0,1
fearfullest,0,1
fearfully,0,1
fearfulness,0,1
fearing,0,1
fearless,1,0
fearlessly,1,0
fearlessness,1,0
fearsome,0,1
fed up,0,1
feeble,0,1
feeling,1,0
ferocious,0,1
ferociously,0,1
ferociousness,0,1
ferocities,0,1
ferocity,0,1
fervent,1,0
fervid,1,0
festival,1,0
festivalgoer,1,0
festivalgoers,1,0
festivals,1,0
festive,1,0
festively,1,0
festiveness,1,0
festivities,1,0
festivity,1,0
feud,0,1
feudal,0,1
feudalism,0,1
feudalisms,0,1
feudalist,0,1
feudalistic,0,1
feudalities,0,1
feudality,0,1
feudalization,0,1
feudalize,0,1
feudalized,0,1
feudalizes,0,1
feudalizing,0,1
feudally,0,1
feudaries,0,1
feudary,0,1
feudatories,0,1
feudatory,0,1
feuded,0,1
feuding,0,1
feudist,0,1
feudists,0,1
feuds,0,1
fiasco,0,1
fidgety,0,1
fiery,0,1
fiesta,1,0
fiestas,1,0
fight,0,1
fighter,1,0
fighters,0,1
fighting,0,1
fightings,0,1
fights,0,1
fine,1,0
fire,0,1
fit,1,0
fitness,1,0
flagship,1,0
flatter,1,0
flattered,1,0
flatterer,0,1
flatterers,1,0
flatteries,1,0
flattering,1,0
flatteringly,1,0
flatters,1,0
flattery,1,0
flawless,1,0
flawlessly,1,0
flees,0,1
flexibilities,1,0
flexibility,1,0
flexible,1,0
flexibly,1,0
flirtation,1,0
flirtations,0,1
flirtatious,1,0
flirtatiously,0,1
flirtatiousness,1,0
flirted,0,1
flirter,0,1
flirters,1,0
flirtier,0,1
flirtiest,1,0
flirting,1,0
flirts,1,0
flirty,1,0
flop,0,1
flops,0,1
flu,0,1
flunk,0,1
flunked,0,1
flunker,0,1
flunkers,0,1
flunkey,0,1
flunkeys,0,1
flunkies,0,1
flunking,0,1
flunks,0,1
flunky,0,1
flustered,0,1
focused,1,0
foe,0,1
foehns,1,0
foeman,0,1
foemen,0,1
foes,0,1
foetal,0,1
foetid,0,1
foetor,0,1
foetors,0,1
foetus,1,0
foetuses,1,0
fond,1,0
fondly,1,0
fondness,1,0
fool,0,1
fooled,0,1
fooleries,0,1
foolery,0,1
foolfish,0,1
foolfishes,0,1
foolhardier,0,1
foolhardiest,0,1
foolhardily,0,1
foolhardiness,0,1
foolhardy,0,1
fooling,0,1
foolish,0,1
foolisher,0,1
foolishest,0,1
foolishly,0,1
foolishness,0,1
foolishnesses,0,1
foolproof,1,0
fools,0,1
foolscaps,0,1
forbiddance,0,1
forbiddances,0,1
forbidder,0,1
forbidders,0,1
forbiddingly,0,1
forgave,1,0
forget,0,1
forgetful,0,1
forgivable,1,0
forgivably,1,0
forgive,1,0
forgiven,1,0
forgiveness,1,0
forgiver,1,0
forgivers,1,0
forgives,1,0
forgiving,1,0
forgivingly,1,0
forgivingness,1,0
forgotten,0,1
fortunate,1,0
fought,0,1
foughten,0,1
frantic,0,1
frantically,0,1
franticness,0,1
fraudster,0,1
fraudsters,0,1
freak,0,1
freaked,0,1
freakier,0,1
freakiest,0,1
freakiness,0,1
freaking,0,1
freakish,0,1
freakishly,0,1
freakishness,0,1
freakout,0,1
freakouts,0,1
freaks,0,1
freaky,0,1
free,1,0
freebase,0,1
freebased,1,0
freebases,1,0
freebasing,0,1
freebee,1,0
freebees,1,0
freebie,1,0
freebies,1,0
freeboard,1,0
freeboards,1,0
freeboot,0,1
freebooter,0,1
freebooters,0,1
freebooting,0,1
freeborn,1,0
freed,1,0
freedman,1,0
freedmen,1,0
freedom,1,0
freedoms,1,0
freedwoman,1,0
freedwomen,1,0
freeform,1,0
freehand,1,0
freehanded,1,0
freehearted,1,0
freehold,1,0
freeholder,1,0
freeholders,1,0
freeholds,1,0
freeing,1,0
freelance,1,0
freelanced,1,0
freelancer,1,0
freelancers,1,0
freelances,1,0
freelancing,1,0
freeload,0,1
freeloaded,0,1
freeloader,0,1
freeloaders,0,1
freeloading,0,1
freeloads,0,1
freely,1,0
freeman,1,0
freemartin,0,1
freemasonries,1,0
freemasonry,1,0
freemen,1,0
freeness,1,0
freenesses,1,0
freer,1,0
freers,1,0
frees,1,0
freesia,1,0
freesias,1,0
freest,1,0
freestanding,1,0
freestyle,1,0
freestyler,1,0
freestylers,1,0
freestyles,1,0
freethinker,1,0
freethinkers,1,0
freethinking,1,0
freeware,1,0
freeway,1,0
freewheel,1,0
freewheeled,1,0
freewheeler,1,0
freewheelers,0,1
freewheeling,1,0
freewheelingly,1,0
freewheels,1,0
freewill,1,0
freewriting,1,0
freeze,1,0
freezers,0,1
freezes,0,1
freezing,0,1
freezingly,0,1
frenzy,0,1
fresh,1,0
friend,1,0
friended,1,0
friending,1,0
friendless,0,1
friendlessness,0,1
friendlier,1,0
friendlies,1,0
friendliest,1,0
friendlily,1,0
friendliness,1,0
friends,1,0
friendship,1,0
friendships,1,0
fright,0,1
frighted,0,1
frighten,0,1
frightened,0,1
frightening,0,1
frighteningly,0,1
frightens,0,1
frightful,0,1
frightfully,0,1
frightfulness,0,1
frighting,0,1
frights,0,1
frisky,1,0
frowning,0,1
fuck,0,1
fucked,0,1
fucker,0,1
fuckers,0,1
fuckface,0,1
fuckhead,0,1
fucks,0,1
fucktard,0,1
fud,0,1
fuked,0,1
fuking,0,1
fulfill,1,0
fulfilled,1,0
fulfills,1,0
fume,0,1
fumed,0,1
fumeless,1,0
fumelike,0,1
fumer,1,0
fumers,0,1
fumes,0,1
fumet,1,0
fumets,0,1
fumette,0,1
fuming,0,1
fun,1,0
funeral,0,1
funerals,0,1
funky,0,1
funned,1,0
funnel,1,0
funneled,1,0
funnelform,1,0
funneling,0,1
funnelled,0,1
funnelling,1,0
funnels,1,0
funner,1,0
funnest,1,0
funnier,1,0
funnies,1,0
funniest,1,0
funnily,1,0
funniness,1,0
funninesses,1,0
funning,1,0
funny,1,0
funnyman,1,0
funnymen,1,0
furious,0,1
furiously,0,1
fury,0,1
futile,0,1
gag,0,1
gagged,0,1
gallant,1,0
gallantly,1,0
gallantry,1,0
geek,0,1
geekier,1,0
geekiest,0,1
geeks,0,1
geeky,0,1
generosities,1,0
generosity,1,0
generous,1,0
generously,1,0
generousness,1,0
genial,1,0
gentle,1,0
gentler,1,0
gentlest,1,0
gently,1,0
ghost,0,1
giddy,0,1
gift,1,0
giggle,1,0
giggled,1,0
giggler,1,0
gigglers,1,0
giggles,1,0
gigglier,1,0
giggliest,1,0
giggling,1,0
gigglingly,1,0
giggly,1,0
giver,1,0
givers,1,0
giving,1,0
glad,1,0
gladly,1,0
glamor,1,0
glamorise,1,0
glamorised,1,0
glamorises,1,0
glamorising,1,0
glamorization,1,0
glamorize,1,0
glamorized,1,0
glamorizer,1,0
glamorizers,1,0
glamorizes,1,0
glamorizing,1,0
glamorous,1,0
glamorously,1,0
glamors,1,0
glamour,1,0
glamourize,1,0
glamourless,0,1
glamourous,1,0
glamours,1,0
glee,1,0
gleeful,1,0
gloom,0,1
gloomed,0,1
gloomful,0,1
gloomier,0,1
gloomiest,0,1
gloominess,0,1
gloominesses,0,1
glooming,0,1
glooms,0,1
gloomy,0,1
gloried,1,0
glories,1,0
glorification,1,0
glorified,1,0
glorifier,1,0
glorifiers,1,0
glorifies,1,0
glorify,1,0
glorifying,1,0
gloriole,1,0
glorioles,1,0
glorious,1,0
gloriously,1,0
gloriousness,1,0
glory,1,0
glum,0,1
gn8,1,0
god,1,0
goddam,0,1
goddammed,0,1
goddamn,0,1
goddamned,0,1
goddamns,0,1
goddams,0,1
godsend,1,0
goodness,1,0
gorgeous,1,0
gorgeously,1,0
gorgeousness,1,0
gorgeousnesses,1,0
gossip,0,1
gossiped,0,1
gossiper,0,1
gossipers,0,1
gossiping,0,1
gossipmonger,0,1
gossipmongers,0,1
gossipped,0,1
gossipping,0,1
gossipries,0,1
gossipry,0,1
gossips,0,1
gossipy,0,1
grace,1,0
graced,1,0
graceful,1,0
gracefuller,1,0
gracefullest,1,0
gracefully,1,0
gracefulness,1,0
graces,1,0
gracile,1,0
graciles,1,0
gracilis,1,0
gracility,1,0
gracing,1,0
gracioso,1,0
gracious,1,0
graciously,1,0
graciousness,1,0
grand,1,0
grandee,1,0
grandees,1,0
grander,1,0
grandest,1,0
grandeur,1,0
grandeurs,1,0
grant,1,0
granted,1,0
granting,1,0
grants,1,0
grateful,1,0
gratefuller,1,0
gratefully,1,0
gratefulness,1,0
graticule,1,0
graticules,1,0
gratification,1,0
gratifications,1,0
gratified,1,0
gratifies,1,0
gratify,1,0
gratifying,1,0
gratifyingly,1,0
gratin,1,0
grating,0,1
gratingly,0,1
gratings,0,1
gratins,1,0
gratis,1,0
gratitude,1,0
gratz,1,0
grave,0,1
graved,0,1
gravel,0,1
graveled,0,1
graveless,0,1
graveling,0,1
gravelled,0,1
gravelling,0,1
gravelly,0,1
gravels,0,1
gravely,0,1
graven,0,1
graveness,0,1
graver,0,1
gravers,0,1
graves,0,1
graveside,0,1
gravesides,0,1
gravest,0,1
gravestone,0,1
gravestones,0,1
graveyard,0,1
graveyards,0,1
greed,0,1
greedier,0,1
greediest,0,1
greedily,0,1
greediness,0,1
greeds,0,1
greedy,0,1
greenwash,0,1
greenwashing,0,1
greet,1,0
greeted,1,0
greeting,1,0
greetings,1,0
greets,1,0
grey,1,0
grief,0,1
grievant,0,1
grievants,0,1
grieve,0,1
grieved,0,1
griever,0,1
grievers,0,1
grieves,0,1
grieving,0,1
grievous,0,1
grievously,0,1
grievousness,0,1
grim,0,1
grimace,0,1
grimaced,0,1
grimaces,0,1
grimacing,0,1
grimalkin,0,1
grimalkins,0,1
grime,0,1
grimed,0,1
grimes,0,1
grimier,0,1
grimiest,0,1
grimily,0,1
griminess,0,1
griming,0,1
grimly,0,1
grimmer,0,1
grimmest,0,1
grimness,0,1
grimy,0,1
grin,1,0
grinned,1,0
grinner,1,0
grinners,1,0
grinning,1,0
grins,1,0
gross,0,1
grossed,0,1
grosser,0,1
grosses,0,1
grossest,0,1
grossing,0,1
grossness,0,1
grossular,0,1
grossularite,0,1
grossularites,0,1
grossulars,0,1
grouch,0,1
grouched,0,1
grouches,0,1
grouchier,0,1
grouchiest,0,1
grouchily,0,1
grouchiness,0,1
grouching,0,1
grouchy,0,1
growing,1,0
growth,1,0
guarantee,1,0
guilt,0,1
guiltier,0,1
guiltiest,0,1
guiltily,0,1
guiltiness,0,1
guiltless,1,0
guiltlessly,1,0
guiltlessness,1,0
guilts,0,1
gullibility,0,1
gullible,0,1
gun,0,1
h8,0,1
ha,1,0
hacked,0,1
haha,1,0
hahaha,1,0
hahas,1,0
hail,1,0
hailed,1,0
hallelujah,1,0
handsome,1,0
handsomely,1,0
handsomeness,1,0
handsomer,1,0
handsomest,1,0
hapless,0,1
haplessness,0,1
happier,1,0
happing,1,0
harasser,0,1
harassers,0,1
harasses,0,1
harassments,0,1
hard,0,1
hardier,0,1
hardy,1,0
harmfulness,0,1
harmless,1,0
harmlessly,1,0
harmlessness,1,0
harmonic,1,0
harmonica,1,0
harmonically,1,0
harmonicas,1,0
harmonicist,1,0
harmonicists,1,0
harmonics,1,0
harmonies,1,0
harmonious,1,0
harmoniously,1,0
harmoniousness,1,0
harmonise,1,0
harmonised,1,0
harmonising,1,0
harmonium,1,0
harmoniums,1,0
harmonization,1,0
harmonizations,1,0
harmonize,1,0
harmonized,1,0
harmonizer,1,0
harmonizers,1,0
harmonizes,1,0
harmonizing,1,0
harmony,1,0
harried,0,1
hate,0,1
hated,0,1
hateful,0,1
hatefully,0,1
hatefulness,0,1
hater,0,1
haters,0,1
hates,0,1
hating,0,1
hatred,0,1
haunt,0,1
haunted,0,1
haunting,0,1
haunts,0,1
havoc,0,1
healthy,1,0
heartbreak,0,1
heartbreaker,0,1
heartbreakers,0,1
heartbreaking,0,1
heartbreakingly,0,1
heartbreaks,0,1
heartbroken,0,1
heartfelt,1,0
heartless,0,1
heartlessly,0,1
heartlessness,0,1
heartwarming,1,0
heaven,1,0
heavenlier,1,0
heavenliest,1,0
heavenliness,1,0
heavenlinesses,1,0
heavenly,1,0
heavens,1,0
heavenward,1,0
heavenwards,1,0
heavyhearted,0,1
heh,0,1
hell,0,1
hellish,0,1
help,1,0
helper,1,0
helpers,1,0
helpful,1,0
helpfully,1,0
helpfulness,1,0
helping,1,0
helpless,0,1
helplessly,0,1
helplessness,0,1
helplessnesses,0,1
helps,1,0
hero,1,0
heroes,1,0
heroic,1,0
heroical,1,0
heroically,1,0
heroicomic,1,0
heroicomical,1,0
heroics,1,0
heroin,0,1
heroine,1,0
heroines,1,0
heroinism,0,1
heroism,1,0
heroisms,1,0
heroize,1,0
heroized,1,0
heroizes,1,0
heroizing,1,0
heron,1,0
heronries,1,0
heronry,1,0
herons,1,0
heros,1,0
hesitance,0,1
hesitancies,0,1
hesitancy,0,1
hesitant,0,1
hesitantly,0,1
hesitate,0,1
hesitated,0,1
hesitater,0,1
hesitaters,0,1
hesitates,0,1
hesitating,0,1
hesitatingly,0,1
hesitation,0,1
hesitations,0,1
hid,0,1
hide,0,1
hides,0,1
hiding,0,1
highlight,1,0
hilarious,1,0
hoax,0,1
holiday,1,0
holidays,1,0
homesick,0,1
homesickness,0,1
homesicknesses,0,1
honest,1,0
honester,1,0
honestest,1,0
honesties,1,0
honestly,1,0
honesty,1,0
honorability,1,0
honorableness,1,0
honorably,1,0
honoraria,1,0
honoraries,1,0
honorarily,1,0
honorarium,1,0
honorariums,1,0
honorary,1,0
honoree,1,0
honorees,1,0
honorer,1,0
honorers,1,0
honorific,1,0
honorifically,1,0
honorifics,1,0
honour,1,0
honourable,1,0
honoured,1,0
honourer,1,0
honourers,1,0
honouring,1,0
honours,1,0
hooligan,0,1
hooliganism,0,1
hooligans,0,1
hooray,1,0
hope,1,0
hoped,1,0
hopeful,1,0
hopefully,1,0
hopefulness,1,0
hopeless,0,1
hopelessly,0,1
hopelessness,0,1
hopes,1,0
hoping,1,0
horrendous,0,1
horrendously,0,1
horrent,0,1
horrible,0,1
horribleness,0,1
horribles,0,1
horribly,0,1
horrid,0,1
horridly,0,1
horridness,0,1
horridnesses,0,1
horrific,0,1
horrifically,0,1
horrified,0,1
horrifies,0,1
horrify,0,1
horrifying,0,1
horrifyingly,0,1
horror,0,1
horrors,0,1
hostilely,0,1
hostiles,0,1
hostilities,0,1
huckster,0,1
hug,1,0
huge,1,0
huggable,1,0
hugged,1,0
hugger,1,0
huggers,1,0
hugging,1,0
hugs,1,0
humerous,1,0
humiliate,0,1
humiliated,0,1
humiliates,0,1
humiliating,0,1
humiliatingly,0,1
humiliation,0,1
humiliations,0,1
humor,1,0
humoral,1,0
humored,1,0
humoresque,1,0
humoresques,1,0
humoring,1,0
humorist,1,0
humoristic,1,0
humorists,1,0
humorless,0,1
humorlessness,0,1
humorous,1,0
humorously,1,0
humorousness,1,0
humors,1,0
humour,1,0
humoured,1,0
humouring,1,0
humourous,1,0
hunger,0,1
hurrah,1,0
hurrahed,1,0
hurrahing,1,0
hurrahs,1,0
hurray,1,0
hurrayed,1,0
hurraying,1,0
hurrays,1,0
hurter,0,1
hurters,0,1
hurtful,0,1
hurtfully,0,1
hurtfulness,0,1
hurtle,0,1
hurtled,0,1
hurtles,0,1
hurtless,1,0
hurtling,0,1
hurts,0,1
hypocritical,0,1
hysteria,0,1
hysterical,0,1
hysterics,0,1
idealess,0,1
idealise,1,0
idealised,1,0
idealises,1,0
idealising,1,0
idealism,1,0
idealisms,1,0
idealist,1,0
idealistic,1,0
idealistically,1,0
idealists,1,0
idealities,1,0
ideality,1,0
idealization,1,0
idealizations,1,0
idealize,1,0
idealized,1,0
idealizer,1,0
idealizers,1,0
idealizes,1,0
idealizing,1,0
idealless,0,1
ideally,1,0
idealogues,1,0
idealogy,1,0
ideals,1,0
idiot,0,1
idiotic,0,1
ignorable,0,1
ignorami,0,1
ignoramus,0,1
ignoramuses,0,1
ignorance,0,1
ignorances,0,1
ignorant,0,1
ignorantly,0,1
ignorantness,0,1
ignorer,0,1
ignorers,0,1
illiteracy,0,1
illness,0,1
illnesses,0,1
imbecile,0,1
immobilized,0,1
immoralism,0,1
immoralist,0,1
immoralists,0,1
immoralities,0,1
immorality,0,1
immorally,0,1
immortal,1,0
immune,1,0
impatience,0,1
impatiens,0,1
impatient,0,1
impatiently,0,1
imperfect,0,1
impersonal,0,1
impolite,0,1
impolitely,0,1
impoliteness,0,1
impolitenesses,0,1
importance,1,0
importancies,1,0
importancy,1,0
important,1,0
importantly,1,0
impose,0,1
imposed,0,1
imposes,0,1
imposing,0,1
impotent,0,1
impressibility,1,0
impressible,1,0
impression,1,0
impressionable,1,0
impressionism,1,0
impressionisms,1,0
impressionist,1,0
impressionistic,1,0
impressionistically,1,0
impressionists,1,0
impressions,1,0
impressiveness,1,0
impressment,0,1
impressments,1,0
impressure,1,0
imprisoned,0,1
improver,1,0
improvers,1,0
inadequateness,0,1
inadequatenesses,0,1
incensed,0,1
incentive,1,0
incentives,1,0
inconsiderate,0,1
increase,1,0
increased,1,0
indecision,0,1
indecisions,0,1
indecisive,0,1
indecisively,0,1
indecisiveness,0,1
indecisivenesses,0,1
indestructible,1,0
indifference,0,1
indifferent,0,1
indignant,0,1
indignation,0,1
indoctrinate,0,1
indoctrinated,0,1
indoctrinates,0,1
indoctrinating,0,1
ineffectual,0,1
ineffectuality,0,1
ineffectually,0,1
ineffectualness,0,1
infatuated,1,0
infatuation,1,0
infected,0,1
inferiorities,0,1
inferiority,0,1
inferiorly,0,1
inferiors,0,1
inflamed,0,1
infuriate,0,1
infuriated,0,1
infuriates,0,1
infuriating,0,1
inhibin,0,1
inhibit,0,1
inhibiting,0,1
inhibition,0,1
inhibitions,0,1
inhibitive,0,1
inhibitor,0,1
inhibitors,0,1
inhibitory,0,1
inhibits,0,1
injustice,0,1
innocence,1,0
innocency,1,0
innocent,1,0
innocenter,1,0
innocently,1,0
innocents,1,0
inquisition,0,1
inquisitive,1,0
insane,0,1
insanity,0,1
insecurely,0,1
insecureness,0,1
insecurities,0,1
insecurity,0,1
insensitivity,0,1
insignificant,0,1
insincere,0,1
insincerely,0,1
insincerity,0,1
insipid,0,1
inspirationally,1,0
inspirations,1,0
inspirator,1,0
inspirators,1,0
inspiratory,1,0
inspire,1,0
inspired,1,0
inspirer,1,0
inspirers,1,0
inspires,1,0
inspiring,1,0
inspiringly,1,0
inspirit,1,0
inspirited,1,0
inspiriting,1,0
inspiritingly,1,0
inspirits,1,0
insult,0,1
insulted,0,1
insulter,0,1
insulters,0,1
insulting,0,1
insultingly,0,1
insults,0,1
intact,1,0
intellect,1,0
intellection,1,0
intellections,1,0
intellective,1,0
intellectively,1,0
intellects,1,0
intellectual,1,0
intellectualism,1,0
intellectualist,1,0
intellectualistic,1,0
intellectualists,1,0
intellectualities,1,0
intellectuality,1,0
intellectualization,1,0
intellectualize,1,0
intellectualized,1,0
intellectualizes,1,0
intellectualizing,1,0
intellectually,1,0
intellectualness,1,0
intellectuals,1,0
intelligence,1,0
intelligencer,1,0
intelligencers,1,0
intelligences,1,0
intelligent,1,0
intelligential,1,0
intelligently,1,0
intelligentsia,1,0
intelligibility,1,0
intelligible,1,0
intelligibleness,1,0
intelligibly,1,0
intense,1,0
interest,1,0
interested,1,0
interestedly,1,0
interesting,1,0
interestingly,1,0
interestingness,1,0
interests,1,0
interrogated,0,1
interrupter,0,1
interrupters,0,1
interruptible,0,1
interruptive,0,1
interruptor,0,1
intimidate,0,1
intimidated,0,1
intimidates,0,1
intimidating,0,1
intimidatingly,0,1
intimidations,0,1
intimidator,0,1
intimidators,0,1
intimidatory,0,1
intricate,1,0
intrigues,1,0
invigorate,1,0
invigorated,1,0
invigorates,1,0
invigorating,1,0
invigoratingly,1,0
invigoration,1,0
invigorations,1,0
invigorator,1,0
invigorators,1,0
invincible,1,0
invite,1,0
inviting,1,0
invulnerable,1,0
irate,0,1
ironic,0,1
irony,0,1
irrational,0,1
irrationalism,0,1
irrationalist,0,1
irrationalists,0,1
irrationalities,0,1
irrationality,0,1
irrationally,0,1
irrationals,0,1
irresistible,1,0
irresolute,0,1
irresponsible,0,1
irritabilities,0,1
irritability,0,1
irritable,0,1
irritableness,0,1
irritably,0,1
irritant,0,1
irritants,0,1
irritate,0,1
irritated,0,1
irritates,0,1
irritating,0,1
irritatingly,0,1
irritation,0,1
irritations,0,1
irritative,0,1
isolatable,1,0
isolate,0,1
isolated,0,1
isolates,0,1
isolation,0,1
isolationism,1,0
isolationist,1,0
isolations,0,1
isolator,0,1
isolators,0,1
itchy,0,1
jackass,0,1
jackasses,0,1
jaded,0,1
jailed,0,1
jaunty,1,0
jealous,0,1
jealousies,0,1
jealously,0,1
jealousness,0,1
jealousy,0,1
jeopardy,0,1
jerk,0,1
jerked,0,1
jerks,0,1
jewel,1,0
jewels,1,0
jocular,1,0
join,1,0
joke,1,0
joked,1,0
joker,1,0
jokes,1,0
jokester,1,0
jokesters,1,0
jokey,1,0
joking,1,0
jollied,1,0
jollier,1,0
jollies,1,0
jolliest,1,0
jollification,1,0
jollifications,1,0
jollify,1,0
jollily,1,0
jolliness,1,0
jollities,1,0
jollity,1,0
jolly,1,0
jollying,1,0
jovial,1,0
joy,1,0
joyance,1,0
joyed,1,0
joyful,1,0
joyfuller,1,0
joyfully,1,0
joyfulness,1,0
joying,1,0
joyless,0,1
joylessly,0,1
joylessness,0,1
joyous,1,0
joyously,1,0
joyousness,1,0
joypop,0,1
joypoppers,0,1
joyridden,1,0
joyride,1,0
joyrider,1,0
joyriders,1,0
joyrides,1,0
joyriding,1,0
joyrode,1,0
joys,1,0
joystick,1,0
joysticks,1,0
jubilant,1,0
jumpy,0,1
justice,1,0
justifiably,1,0
justified,1,0
keen,1,0
keened,1,0
keener,1,0
keeners,1,0
keenest,1,0
keening,0,1
keenly,1,0
keenness,1,0
keens,1,0
kewl,1,0
kidding,1,0
kill,0,1
killdeer,0,1
killdeers,0,1
killdees,0,1
killed,0,1
killer,0,1
killers,0,1
killick,1,0
killie,0,1
killifish,0,1
killifishes,0,1
killing,0,1
killingly,0,1
killings,0,1
killjoy,0,1
killjoys,0,1
killock,0,1
killocks,0,1
kills,0,1
kind,1,0
kinder,1,0
kindly,1,0
kindness,1,0
kindnesses,1,0
kiss,1,0
kissable,1,0
kissably,1,0
kissed,1,0
kisser,1,0
kissers,1,0
kisses,1,0
kissing,1,0
kissy,1,0
kudos,1,0
lackadaisical,0,1
laidback,1,0
lame,0,1
lamebrain,0,1
lamebrained,0,1
lamebrains,0,1
lamedh,1,0
lamella,0,1
lamellae,0,1
lamellas,1,0
lamellibranch,1,0
lamellibranchs,0,1
lamely,0,1
lameness,0,1
lament,0,1
lamentable,0,1
lamentableness,0,1
lamentably,0,1
lamentation,0,1
lamentations,0,1
lamented,0,1
lamenter,0,1
lamenters,0,1
lamenting,0,1
laments,0,1
lamer,0,1
lames,0,1
lamest,0,1
landmark,1,0
laugh,1,0
laughable,1,0
laughableness,1,0
laughably,1,0
laughed,1,0
laugher,1,0
laughers,1,0
laughing,1,0
laughingly,1,0
laughings,1,0
laughingstocks,0,1
laughs,1,0
laughter,1,0
laughters,1,0
launched,1,0
lawl,1,0
lawsuit,0,1
lawsuits,0,1
lazier,0,1
laziest,0,1
lazy,0,1
leak,0,1
leaked,0,1
leave,0,1
leet,1,0
legal,1,0
legally,1,0
lenient,1,0
lethargic,0,1
lethargy,0,1
liabilities,0,1
liability,0,1
liar,0,1
liards,0,1
liars,0,1
libelous,0,1
libertarian,1,0
libertarianism,1,0
libertarianisms,1,0
libertarians,1,0
liberties,1,0
libertinage,1,0
libertine,0,1
libertines,1,0
libertinisms,1,0
liberty,1,0
lied,0,1
lies,0,1
lifesaver,1,0
lighthearted,1,0
like,1,0
likeable,1,0
liked,1,0
likes,1,0
liking,1,0
limited,0,1
litigious,0,1
livelier,1,0
liveliest,1,0
livelihood,1,0
livelihoods,1,0
livelily,1,0
liveliness,1,0
livelong,1,0
lively,1,0
livid,0,1
loathe,0,1
loathed,0,1
loathes,0,1
loathing,0,1
lobby,1,0
lobbying,0,1
lone,0,1
lonelier,0,1
loneliest,0,1
loneliness,0,1
lonelinesses,0,1
lonely,0,1
loneness,0,1
loner,0,1
loners,0,1
lonesome,0,1
lonesomely,0,1
lonesomeness,0,1
lonesomes,0,1
longing,0,1
longingly,1,0
longings,1,0
loom,0,1
loomed,0,1
looming,0,1
looms,0,1
loose,0,1
looses,0,1
loser,0,1
losers,0,1
lossy,0,1
louse,0,1
loused,0,1
louses,0,1
lousewort,1,0
louseworts,0,1
lousier,0,1
lousiest,0,1
lousily,0,1
lousiness,0,1
lousing,0,1
lousy,0,1
lovable,1,0
love,1,0
loved,1,0
lovelies,1,0
lovely,1,0
lover,1,0
loverly,1,0
lovers,1,0
loves,1,0
